id;url;localidad;nameCompany;direccion;telefono;email;web;Estado_Empresa
1;https://xarxaindustrial.net/ca/proveidor/r/aalco;;;Ptge Can Noguera, 21, Nau 3-4;;;;no activa
2;https://xarxaindustrial.net/ca/proveidor/r/anna-ecologica-100;;;C/ Francesc Layret, 12-14, Nau 25;;;;no activa
3;https://xarxaindustrial.net/ca/proveidor/r/atom-spain;Abrera;Atom Spain;C/ Francesc Layret, 12-14;936979793;info@atom-spain.com;http://www.atom-spain.com;Activa
4;https://xarxaindustrial.net/ca/proveidor/r/axial-maquinaria-sl;Abrera;Axial  Maquinaria, S.L.;C/ Francesc Layret, 15;937705080;axial@aximaq.com;http://www.axialmaquinaria.com;Activa
5;https://xarxaindustrial.net/ca/proveidor/r/bando;;;C/ Francesc Layret, 12-14;;;;no activa
6;https://xarxaindustrial.net/ca/proveidor/r/biblox-termoformados-sl;;;C/ Salvador Seguí, 3;;;;no activa
7;https://xarxaindustrial.net/ca/proveidor/r/caldereria-industrial-vyrma;;;Camí Sagraments, 49;;;;no activa
8;https://xarxaindustrial.net/ca/proveidor/r/chatarras-ko;Abrera;Chatarras K.O;C/ Industria, 7;931598075;info@chatarrasko.com;http://www.chatarrasko.com;Activa
9;https://xarxaindustrial.net/ca/proveidor/r/erm-sant-climent;Abrera;Erm Sant Climent;Francesc Layret, 12-14, Nave 16;667777925;ermsantcliment@hotmail.com;http://www.ermsantcliment.es;Activa
10;https://xarxaindustrial.net/ca/proveidor/r/estel;;;C/ Can Noguera, 19;;;;no activa
11;https://xarxaindustrial.net/ca/proveidor/r/faurecia;;;C/ Hostal del Pi, 7;;;;no activa
12;https://xarxaindustrial.net/ca/proveidor/r/flexlink-systems-espana;Abrera;FlexLink Systems España;Camí dels Sagraments, 65 - Nave 23;936804100;info.es@flexlink.com;http://www.flexlink.com;Activa
13;https://xarxaindustrial.net/ca/proveidor/r/gili-ferreteria-industrial-sl;Abrera;Gili Ferretería Industrial, S.L.;C/ Can Noguera, 4, Nau 38;937705170;comercial@giliindustrial.com;http://www.giliindustrial.com;Activa
14;https://xarxaindustrial.net/ca/proveidor/r/global-serveis-abrera;Abrera;Global Serveis Abrera;C/ Martorell, local 11;937704108;jmorales@gsasl.es;http://www.grupo-pacc.es;Activa
15;https://xarxaindustrial.net/ca/proveidor/r/grupo-amygo-abrera;;;C/ Francesc Layret, 12, Nave 33;;;;no activa
16;https://xarxaindustrial.net/ca/proveidor/r/grupo-lappi;Abrera;Grupo Lappí;Camí Sagraments, 65, Nau 10;937750056;scuberes@grupolappi.com;http://www.grupolappi.com;Activa
17;https://xarxaindustrial.net/ca/proveidor/r/grupo-salina;Abrera;Grupo Salina;Av. Ca N’amat, 10 - Nau 14;935683535;comercial@gruposalina.com;http://www.gruposalina.com;Activa
18;https://xarxaindustrial.net/ca/proveidor/r/ien-navas;;;C/ Barcelona, 3-7, Nave 4B;;;;no activa
19;https://xarxaindustrial.net/ca/proveidor/r/inorpack;Abrera;Inorpack;Camí Sagraments, 15 (Abrera);937701868;info@inorpack.com;http://www.inorpack.com;Activa
20;https://xarxaindustrial.net/ca/proveidor/r/karpak;Abrera;Karpak;C/ Can Noguera, 4;937705120;karpak@karpak.com;http://www.karpak.com;Activa
21;https://xarxaindustrial.net/ca/proveidor/r/lau-buru;Abrera;Lau – Buru;C/ Francesc Layret, 12-14, Nau 1;937703652;xarjbl@hotmail.com;http://www.restaurantelauburu.com;Activa
22;https://xarxaindustrial.net/ca/proveidor/r/ledr-enginyeria-i-serveis;Abrera;Ledr Enginyeria i Serveis;C/ Can Noguera, 15, Nave 9;937738046;gdiaz@ledr-ingenieria.com;http://www.ledr-ingenieria.com;Activa
23;https://xarxaindustrial.net/ca/proveidor/r/lifexpadel;Abrera;Lifexpadel;Camí Sagraments, 23;931053548;lifexpadelabrera@gmail.com;http://www.lifepadelclub.com;Activa
24;https://xarxaindustrial.net/ca/proveidor/r/morrions-tecnic;Abrera;Morrions Tecnic;C/ Bélgica, 18 (Sant Sadurní d’Anoia);937864350;info@morrionstecnic.com;http://www.morrionstecnic.com;Activa
25;https://xarxaindustrial.net/ca/proveidor/r/novelec-abrera;Abrera;Novelec;C/ Francesc Layret, 12-14, naus 10-11;936110021;info@gruponovelec.com;https://gruponovelec.com;Activa
26;https://xarxaindustrial.net/ca/proveidor/r/peroxidos-farmaceuticos-sa;;;Camí Sagraments, 65, Naus 11-14;;;;no activa
27;https://xarxaindustrial.net/ca/proveidor/r/proto-tech-system;Abrera;Proto-Tech System;Avda. Ca N’amat, 10 nave 1;937701537;info@proto-system.com;http://www.proto-system.com;Activa
28;https://xarxaindustrial.net/ca/proveidor/r/puk-portacables-sl;;;C/ Can Noguera, Nau 1;;;;no activa
29;https://xarxaindustrial.net/ca/proveidor/r/rigaenvax;Abrera;Rigaenvax - Rigaplast;Camí dels Sagraments, 65 - Nau 24;937704700;ventas@rigaenvax.com;http://www.rigaplast.com;Activa
30;https://xarxaindustrial.net/ca/proveidor/r/sealed-air;Abrera;Sealed Air;C/ Hostal del Pi, 16;937738325;ismael.diaz@sealedair.com;http://www.sealedair.com;Activa
31;https://xarxaindustrial.net/ca/proveidor/r/serlomed;;;C/ Francesc Layret, 12, Nau 9;;;;no activa
32;https://xarxaindustrial.net/ca/proveidor/r/sociedad-general-de-externalizacion;Abrera;SGE - Sociedad General de Externalización;C/ Hostal del Pi, 9;902188181;info@sgequality.com;http://www.sgequality.com;Activa
33;https://xarxaindustrial.net/ca/proveidor/r/tecalsa-tecnologia-del-cable-y-aluminio;Abrera;Tecalsa - Tecnología del cable y aluminio;C/ Progrés, 2;937704402;tecalsa@tecalsa.eu;http://www.tecalsa.eu;Activa
34;https://xarxaindustrial.net/ca/proveidor/r/trans-ole-spain;Abrera;Trans Ole Spain;C/ Progreso, 28 - Nave 15;937704383;info@transolespain.com;http://www.transolespain.com;Activa
35;https://xarxaindustrial.net/ca/proveidor/r/union-foam;;;Av. Ca n’Amat, 12 Nau 8;;;;no activa
36;https://xarxaindustrial.net/ca/proveidor/r/vaspack;;;C/ Can Amat, 10;;;;no activa
37;https://xarxaindustrial.net/ca/proveidor/r/zeiss;Abrera;Zeiss;C/ Francesc Layret, 12-14;937701930;info.metrology.es@zeiss.com;https://www.zeiss.es/metrologia/;Activa
38;https://xarxaindustrial.net/ca/proveidor/r/afilats-girona;;;C/ Barcelona, 13B;;;;no activa
39;https://xarxaindustrial.net/ca/proveidor/r/ambisist;;;C/ Tarragona, 68-70;;;;no activa
40;https://xarxaindustrial.net/ca/proveidor/r/argila-bosch;;;C/ Tarragona, 54;;;;no activa
41;https://xarxaindustrial.net/ca/proveidor/r/bruani;Aiguaviva;Bruani;Ctra. Vilablareix, 28 (Aiguaviva);972911356;taller@bruani.com;https://www.bruani.com;Activa
42;https://xarxaindustrial.net/ca/proveidor/r/caballe-sanielec;;;Ctra. Vilablareix, 2-4;;;;no activa
43;https://xarxaindustrial.net/ca/proveidor/r/cafs-orfeo;;;C/ Tarragona, 8 Nau A;;;;no activa
44;https://xarxaindustrial.net/ca/proveidor/r/carreras-papers;;;C/ de Sant Josep, s/n;;;;no activa
45;https://xarxaindustrial.net/ca/proveidor/r/cm-riera;;;C/ Tarragona, 12;;;;no activa
46;https://xarxaindustrial.net/ca/proveidor/r/daf-girona;;;C/ Tarragona, 58/B;;;;no activa
47;https://xarxaindustrial.net/ca/proveidor/r/inpanasa-montes-lara;;;C/ Barcelona, 5-9;;;;no activa
48;https://xarxaindustrial.net/ca/proveidor/r/junpa-tallers-junpa-sl;;;C/ Sant Josep, s/n;;;;no activa
49;https://xarxaindustrial.net/ca/proveidor/r/montjuic-serveis-1962-sl;;;C/ Tarragona, 44;;;;no activa
50;https://xarxaindustrial.net/ca/proveidor/r/nanopack-technology-packaging-sl;;;C/ Tarragona 78-80;;;;no activa
51;https://xarxaindustrial.net/ca/proveidor/r/nineteam;;;C/ Olot, 3;;;;no activa
52;https://xarxaindustrial.net/ca/proveidor/r/palets-ja;;;Ctra. Vilablareix, 26;;;;no activa
53;https://xarxaindustrial.net/ca/proveidor/r/puignau;;;C/ Tarragona, 69;;;;no activa
54;https://xarxaindustrial.net/ca/proveidor/r/redur-aiguaviva;;;C/ Pla de l’Estany, 5;;;;no activa
55;https://xarxaindustrial.net/ca/proveidor/r/refriauto;;;C/ Sant Josep, 3;;;;no activa
56;https://xarxaindustrial.net/ca/proveidor/r/sistemes-dembalatge-estudi-graf-sa;;;C/ Tarragona, 78 - 80;;;;no activa
57;https://xarxaindustrial.net/ca/proveidor/r/someind;;;C/ Tarragona, 20;;;;no activa
58;https://xarxaindustrial.net/ca/proveidor/r/transports-feliu-sa;;;C/ Sant Josep 6 - 8;;;;no activa
59;https://xarxaindustrial.net/ca/proveidor/r/espai-vertical;Arenys de Mar;Espai Vertical;C/ d'en Draper, 26 (Arenys de Mar);937925257;info@espaivertical.cat;https://espaivertical.com;Activa
60;https://xarxaindustrial.net/ca/proveidor/r/estruma;Arenys de Mar;Estruma;Camí Ral de Camp de Sa Mar, 29 (Arenys de Mar);930167805;640620205;info@estruma.eu;Activa
61;https://xarxaindustrial.net/ca/proveidor/r/construcciones-mecanicas-anexca;Arenys de Munt;Construcciones Mecánicas Anexca;C/ Joan Portabella, 4 (Arenys de Munt);937907882;info@anexca.com;https://anexca.com;Activa
62;https://xarxaindustrial.net/ca/proveidor/r/cbm-blamar;Arenys de Munt;CBM Blamar;C/ Can Bernat, 4 (Arenys de Munt);937951301;cbm@blamar.com;https://www.cbm.cat;Activa
63;https://xarxaindustrial.net/ca/proveidor/r/jotaema;Arenys de Munt;Jotaema;C/ Torrent d'en Puig, 27;937951585;jotaema_@hotmail.com;http://www.jotaema.es;Activa
64;https://xarxaindustrial.net/ca/proveidor/r/maresme-maquinria;Arenys de Munt;Maresme Maquinària;C/ Torrent d'en Puig, 22;937951213;info@maresmemaquinaria.com;http://www.maresmemaquinaria.com;Activa
65;https://xarxaindustrial.net/ca/proveidor/r/mon-la-cata;NULL;NULL;;NULL;NULL;NULL;Activa
66;https://xarxaindustrial.net/ca/proveidor/r/muntex;;;C/ Roca Rellotgers, 6;;;;no activa
67;https://xarxaindustrial.net/ca/proveidor/r/tallers-j-basart;Arenys de Munt;Tallers J. Basart;C/ Can Bernat, 3 (Arenys de Munt);937937083;678556236;jbasart@jbasart.com;Activa
68;https://xarxaindustrial.net/ca/proveidor/r/triomf-serveis-i-construccions;Arenys de Munt;Triomf Serveis i Construccions;C/ Torrent d'en Puig, 16-18 (Arenys de Munt);937937576;info@triomfsc.com;http://www.triomfsc.com;Activa
69;https://xarxaindustrial.net/ca/proveidor/r/badosa;;;Av. de l’Aixernador, 19;;;;no activa
70;https://xarxaindustrial.net/ca/proveidor/r/berton;Argentona;Berton;C/ Can Negoci, 27 (Argentona);937418850;berton@berton.es;http://berton.es;Activa
71;https://xarxaindustrial.net/ca/proveidor/r/canmartex;Argentona;Canmartex;C/ Can Diners, 1-11 (Argentona);937594544;canmartex@canmartex.com;https://canmartex.com;Activa
72;https://xarxaindustrial.net/ca/proveidor/r/centriboet-andreu-boet;Argentona;Centriboet - Andreu Boet;Av. Molí de les Mateves, s/n, Nau 4 (Argentona);932112233;abb@andreuboet.com;http://centriboet.com;Activa
73;https://xarxaindustrial.net/ca/proveidor/r/comi-cial-ind-fluidos-electricidad-y-gas;Argentona;Comi - Cial. Ind. Fluidos Electricidad y Gas;C/ Garbí, 13 A;935362972;comercial@comi-sl.com;http://www.comisl.com;Activa
74;https://xarxaindustrial.net/ca/proveidor/r/containers-i-transportes-lopez-veraguas-e-hijos;Argentona;Containers i Transportes López Veraguas e Hijos;C/ Can Negoci, 32-34 (Argentona);937984699;contelovehi@clve.e.movistar.es;https://www.containersytransportesveraguas.com;Activa
75;https://xarxaindustrial.net/ca/proveidor/r/contenedores-agustin-lopez;;;C/ Garbí, 16;;;;no activa
76;https://xarxaindustrial.net/ca/proveidor/r/cristalleria-duran;;;Av. L’Aixernador, Nau 13;;;;no activa
77;https://xarxaindustrial.net/ca/proveidor/r/cruxent-edelma;;;Ptge. Amics d’Argentona, 26;;;;no activa
78;https://xarxaindustrial.net/ca/proveidor/r/el-mano-de-argentona;Argentona;El Maño de Argentona;Plaza Blas Infante, 7 (Argentona);658542158;piterpan6941@hotmail.com;;Activa
79;https://xarxaindustrial.net/ca/proveidor/r/gress;Argentona;Gress;Ptge. Amics d’Argentona, 2 (Argentona);937414717;info@gress.es;https://www.gress.es;Activa
80;https://xarxaindustrial.net/ca/proveidor/r/ka-ka-ka;;;C/ Torrent de Madà;;;;no activa
81;https://xarxaindustrial.net/ca/proveidor/r/marmoles-argentona;Argentona;Mármoles Argentona;Ptge. Amics d’Argetona, 8 (Argentona);670783631;info@marmolesargentona.com;https://www.marmolesargentona.com;Activa
82;https://xarxaindustrial.net/ca/proveidor/r/pando-integral-cooking;;;Av. El Molí de les Mateves, 11;;;;no activa
83;https://xarxaindustrial.net/ca/proveidor/r/qtt-qualitat-tcnica-txtil;Argentona;Qtt - Qualitat tècnica tèxtil;C/ Can Diners, 1-11;937412650;qtt@qtt.es;http://www.qtt.es;Activa
84;https://xarxaindustrial.net/ca/proveidor/r/serralleria-sant-simo;Argentona;Serralleria Sant Simó;Avda. de l'Aixernador, 45;937561249;javier@serralleriasantsimo.com;http://www.serralleriasantsimo.com;Activa
85;https://xarxaindustrial.net/ca/proveidor/r/tallers-xalabarde;Argentona;Tallers Xalabardé;C/ Can Baletes, 11 (Argentona);937980639;tallerxalabarde@yahoo.es;;Activa
86;https://xarxaindustrial.net/ca/proveidor/r/terrer-industria-grafica;Argentona;Terrer Industria Gráfica;C/ Can Negoci, 14-16;933829335;albert.terrer@igterrer.com;http://www.igterrer.com;Activa
87;https://xarxaindustrial.net/ca/proveidor/r/the-brand-company;Argentona;The Brand Company;C/ Can Diners, 1 (Argentona);937915188;info@thebrandcompany.net;https://thebrandcompany.net;Activa
88;https://xarxaindustrial.net/ca/proveidor/r/vinyals-soler;Argentona;Vinyals Soler;C/ Garbí, s/n;937416980;vs@vinalssoler.com;http://www.vinalssoler.com;Activa
89;https://xarxaindustrial.net/ca/proveidor/r/autoreparacio-robles;Artés;Autoreparació Robles;C/ Manresa, 113 (Artés);938305561;669842813;info@autorobles.com;Activa
90;https://xarxaindustrial.net/ca/proveidor/r/codi-33;Artés;Codi 33;C/ Rocafort, 83 (Artés);938305132;codi33@codi33.com;https://codi33.com;Activa
91;https://xarxaindustrial.net/ca/proveidor/r/construccions-mecaniques-escale;Artés;Construccions Mecàniques Escalé;C/ Narcís Monturiol, 1 (Artés);938306075;administracio@cmescale.com;https://www.cmescale.com;Activa
92;https://xarxaindustrial.net/ca/proveidor/r/construccions-metalliques-artes;Artés;Construccions Metàl·liques Artés;C/ Sant Antoni Maria Clarét, 8 (Artés);938305335;metaliquesartes@hotmail.com;;Activa
93;https://xarxaindustrial.net/ca/proveidor/r/cuines-navarcles;Artés;Cuines Navarcles;C/ Juan Vila del Soles, 5-7 (Artés);938305903;info@cuinesnavarcles.com;;Activa
94;https://xarxaindustrial.net/ca/proveidor/r/elecmain;Artés;Elecmain;C/ Rocafort, 70 (Artés);626547713;656957363;elecmain@elecmain.com;Activa
95;https://xarxaindustrial.net/ca/proveidor/r/installacions-t-palomo;Artés;Instal·lacions T. Palomo;C/ Jaume I, 17 (Artés);630099634;instpalomo@gmail.com;;Activa
96;https://xarxaindustrial.net/ca/proveidor/r/isved-bioenergia;Artés;ISVED Bioenergía;C/ Sant Antoni Mᵃ Clarét, 19 (Artés);938305263;info@isved.com;https://www.isved.com;Activa
97;https://xarxaindustrial.net/ca/proveidor/r/masomet;Artés;Masomet;C/ Nou, 1 (Horta d'Avinyó);938202025;masomet@masomet.com;;Activa
98;https://xarxaindustrial.net/ca/proveidor/r/restauracions-metalliques;Artés;Restauracions Metàl·liques;C/ Sant Antoni Maria Clarét, 47 (Artés);678650494;650076781;admin@restauracionsmetalliques.com;Activa
99;https://xarxaindustrial.net/ca/proveidor/r/speedrem-remolques;Artés;Speedrem Remolques;C/ Sant Antoni Mᵃ Clarét, 12 (Artés);620740364;speedrem.artes@gmail.com;https://www.speedremartes.com;Activa
100;https://xarxaindustrial.net/ca/proveidor/r/tapisseria-de-cotxes;Artés;Tapisseria de cotxes;C/ Rocafort, 88 (Artés);633501260;tapiceriadecoches@hotmail.com;;Activa
101;https://xarxaindustrial.net/ca/proveidor/r/creacions-textils-del-descans;Avinyonet del Penedès;Creacions tèxtils del descans;Ctra. Barcelona Nave 1 y 2;931938404;eruanes.ctd@gmail.com;;Activa
102;https://xarxaindustrial.net/ca/proveidor/r/enpime;Avinyonet del Penedès;Enpime;C/ Carrerada, 20;661263143;enpime@hotmail.com;;Activa
103;https://xarxaindustrial.net/ca/proveidor/r/llopartec;Avinyonet del Penedès;Llopartec;C/ Llevant, 4-6-8;938970736;info@llopartec.com;http://www.llopartec.com;Activa
104;https://xarxaindustrial.net/ca/proveidor/r/tac-caravaning;Avinyonet del Penedès;TAC Caravaning;Ctra. de Barcelona, 152;630688246;tac@taccaravaning.com;http://www.taccaravaning.com;Activa
105;https://xarxaindustrial.net/ca/proveidor/r/abc-badalona;Badalona;ABC Badalona;C/ Electrónica, 10 (Badalona);935197046;abcbadalona@abcgrup.com;https://www.abcgrup.com;Activa
106;https://xarxaindustrial.net/ca/proveidor/r/acabados-gorba;Badalona;Acabados Gorba;Ptge. Antoni Bori, 35 F-G;933993009;info@industriasbarragan.com;http://www.industriasbarragan.com;Activa
107;https://xarxaindustrial.net/ca/proveidor/r/aeraspiratos;;;Av. Conflent, nau 4-5;;;;no activa
108;https://xarxaindustrial.net/ca/proveidor/r/alealuz;Badalona;Alealuz;C/ Bronze, 41-43 (Badalona);932432420;comercial@alealuz.com;https://www.alealuz.com;Activa
109;https://xarxaindustrial.net/ca/proveidor/r/alem;;;Ctra. Can Ruti, 15;;;;no activa
110;https://xarxaindustrial.net/ca/proveidor/r/alespri;;;C/ Electrònica, 19 7º B;;;;no activa
111;https://xarxaindustrial.net/ca/proveidor/r/aller-eurorepar;NULL;NULL;;NULL;NULL;NULL;Activa
112;https://xarxaindustrial.net/ca/proveidor/r/alsograf;;;C/ Joaquim Vayreda, 19;;;;no activa
113;https://xarxaindustrial.net/ca/proveidor/r/altronics;;;C/ Electrònica, 48;;;;no activa
114;https://xarxaindustrial.net/ca/proveidor/r/aluminios-galileo;Badalona;Aluminios Galileo;C/ Roger de Flor, 76;600489189;aluminiosgalileo@gmail.com;;Activa
115;https://xarxaindustrial.net/ca/proveidor/r/alvin-solo;;;C/ Alemanya, 52 Nau 20;;;;no activa
116;https://xarxaindustrial.net/ca/proveidor/r/antonia-buiza;;;C/ Alemanya, 68;;;;no activa
117;https://xarxaindustrial.net/ca/proveidor/r/arboix-moreno;;;C/ Manel Fernández Márquez, 76;;;;no activa
118;https://xarxaindustrial.net/ca/proveidor/r/archivel-farma;;;C/ Fogars de Tordera, 61;;;;no activa
119;https://xarxaindustrial.net/ca/proveidor/r/aritex;;;C/ Progrés, 319;;;;no activa
120;https://xarxaindustrial.net/ca/proveidor/r/artisteril;Badalona;Artisteril;C/ Plàstic, 10;902108943;artisteril@artisteril.com;http://www.artisteril.com;Activa
121;https://xarxaindustrial.net/ca/proveidor/r/asm-tradipres;;;C/ Eduard Maristany, 384;;;;no activa
122;https://xarxaindustrial.net/ca/proveidor/r/audi-motorsol-import;;;Av. President Companys, 282;;;;no activa
123;https://xarxaindustrial.net/ca/proveidor/r/automoviles-osuna;Badalona;Automóviles Osuna;C/ Jaime Ribó, Nave 25;933892106;talleresosuna@telefonica.net;;Activa
124;https://xarxaindustrial.net/ca/proveidor/r/avanti;;;C/ Electrònica, 24;;;;no activa
125;https://xarxaindustrial.net/ca/proveidor/r/badebano;;;C/ Bèlgica, 24 - 34;;;;no activa
126;https://xarxaindustrial.net/ca/proveidor/r/balumer;;;C/ Eduard Marquina, Naus 23-24;;;;no activa
127;https://xarxaindustrial.net/ca/proveidor/r/banzai-studio;;;C/ Ramon Martí Alzina, 36-38;;;;no activa
128;https://xarxaindustrial.net/ca/proveidor/r/bar-blanc-negre;;;C/ Alemanya, 9 Nau 11;;;;no activa
129;https://xarxaindustrial.net/ca/proveidor/r/bar-omarulo;;;C/ Irlanda esquina C/ Alemanya, s/n;;;;no activa
130;https://xarxaindustrial.net/ca/proveidor/r/barcelona-designs;;;C/ Energia, 27;;;;no activa
131;https://xarxaindustrial.net/ca/proveidor/r/barnadiesel;Badalona;Barnadiesel;C/ Electrònica, 36;934656007;barnadieselautomocion@gmail.com;http://www.barnadiesel.com;Activa
132;https://xarxaindustrial.net/ca/proveidor/r/bcin-badalona;;;C/ Marcus Porcius, 1;;;;no activa
133;https://xarxaindustrial.net/ca/proveidor/r/bdn-capa;;;C/ Guifré, 751;;;;no activa
134;https://xarxaindustrial.net/ca/proveidor/r/bdn-cars;Badalona;BDN Cars;Riera Montealegre 2 - 12;935142733;bdncars@hotmail.com;http://www.bdn-cars.com;Activa
135;https://xarxaindustrial.net/ca/proveidor/r/bicma-spagna;;;C/ Holanda, 37-39;;;;no activa
136;https://xarxaindustrial.net/ca/proveidor/r/blanco-roto;;;C/ Alemanya, 1 Nau 7;;;;no activa
137;https://xarxaindustrial.net/ca/proveidor/r/borras-congelados-y-helados;;;C/ Alfons XII, 787;;;;no activa
138;https://xarxaindustrial.net/ca/proveidor/r/bossatec;;;C/ Gran Bretanya, 54;;;;no activa
139;https://xarxaindustrial.net/ca/proveidor/r/brother-fco-villar;;;Rambla de Francia, 53 - Local 3;;;;no activa
140;https://xarxaindustrial.net/ca/proveidor/r/ca-la-carme;Badalona;Ca la Carme;C/ Juli Galve Brusson, 117;933977422;evak_josejhotmail.com;http://www.restaurantecalacarme.es;Activa
141;https://xarxaindustrial.net/ca/proveidor/r/cafes-aguera;Badalona;Cafés Agüera;C/ Bronze, 6 (Badalona);933954051;contacto@cafesaguera.es;https://cafesaguera.es;Activa
142;https://xarxaindustrial.net/ca/proveidor/r/cairo-mecnica;Badalona;Cairó Mecànica;C/ Ramon Marti Alsina, 20;933842400;mecanicacairo@mecanicacairo.com;http://www.mcairoaplitex.com;Activa
143;https://xarxaindustrial.net/ca/proveidor/r/campas-graficas;Badalona;Campás Gráficas;C/ de la Mora, 17-19 (Badalona);933205640;info@graficascampas.com;http://www.graficascampas.com;Activa
144;https://xarxaindustrial.net/ca/proveidor/r/canalitzacions-de-fluids;Badalona;Canalitzacions de Fluids;C/ Torrent Vallmajor, 72 Nave 4 (Badalona);934657653;fluids@canalitzacions.com;https://www.canalitzacions.com;Activa
145;https://xarxaindustrial.net/ca/proveidor/r/canribo-motor;Badalona;Canribó Motor;Torrent Vallmajor 26-28;934641827;canribomotor@gmail.com;;Activa
146;https://xarxaindustrial.net/ca/proveidor/r/carher-barcelona;;;C/ Alemanya, 12 - Nau 17A;;;;no activa
147;https://xarxaindustrial.net/ca/proveidor/r/celestina-by-trios;;;C/ Holanda, 69 Nau 14;;;;no activa
148;https://xarxaindustrial.net/ca/proveidor/r/centre-comercial-montigala;;;Passeig Olof Palme, 28-36;;;;no activa
149;https://xarxaindustrial.net/ca/proveidor/r/chateau-dax;;;Av. Comunitat Europea, 79;;;;no activa
150;https://xarxaindustrial.net/ca/proveidor/r/cimelsa;Badalona;Cimelsa;C/ Electrònica, 28 (Badalona);933953104;info@cimelsa.com;http://www.cimelsa.com;Activa
151;https://xarxaindustrial.net/ca/proveidor/r/citroen-automocio-badalona;;;C/ Acer, 44;;;;no activa
152;https://xarxaindustrial.net/ca/proveidor/r/climbat-badalona;;;C/ Isidre Nonell, 11;;;;no activa
153;https://xarxaindustrial.net/ca/proveidor/r/coloma-fruits;;;C/ Irlanda, 29;;;;no activa
154;https://xarxaindustrial.net/ca/proveidor/r/como-moda;;;C/ Alemanya 12, Nau 17B;;;;no activa
